region_id,chrom,start,end,block_start,block_end,notes
ldEUR_04_0026,4,30968758,31268758,30454535,31782981,LDetect EUR block (full block: 4:30454535-31782981)
ldEUR_04_0027,4,32327873,32627873,31782981,33172766,LDetect EUR block (full block: 4:31782981-33172766)
ldEUR_04_0028,4,34012090,34312090,33172766,35151415,LDetect EUR block (full block: 4:33172766-35151415)
ldEUR_04_0029,4,35435925,35735925,35151415,36020436,LDetect EUR block (full block: 4:35151415-36020436)
ldEUR_04_0030,4,36487741,36787741,36020436,37255047,LDetect EUR block (full block: 4:36020436-37255047)
ldEUR_04_0031,4,37931034,38231034,37255047,38907022,LDetect EUR block (full block: 4:37255047-38907022)
ldEUR_04_0032,4,39404815,39704815,38907022,40202609,LDetect EUR block (full block: 4:38907022-40202609)
ldEUR_04_0033,4,41057833,41357833,40202609,42213058,LDetect EUR block (full block: 4:40202609-42213058)
ldEUR_04_0034,4,42939051,43239051,42213058,43965045,LDetect EUR block (full block: 4:42213058-43965045)
ldEUR_04_0035,4,44427101,44727101,43965045,45189157,LDetect EUR block (full block: 4:43965045-45189157)
ldEUR_04_0036,4,46150526,46450526,45189157,47411896,LDetect EUR block (full block: 4:45189157-47411896)
ldEUR_04_0037,4,47617748,47917748,47411896,48123600,LDetect EUR block (full block: 4:47411896-48123600)
ldEUR_04_0038,4,50850516,51150516,48123600,53877433,LDetect EUR block (full block: 4:48123600-53877433)
ldEUR_04_0039,4,54503494,54803494,53877433,55429556,LDetect EUR block (full block: 4:53877433-55429556)
ldEUR_04_0040,4,55838600,56138600,55429556,56547644,LDetect EUR block (full block: 4:55429556-56547644)
ldEUR_04_0041,4,57591326,57891326,56547644,58935008,LDetect EUR block (full block: 4:56547644-58935008)
ldEUR_04_0042,4,59688047,59988047,58935008,60741087,LDetect EUR block (full block: 4:58935008-60741087)
ldEUR_04_0043,4,61406425,61706425,60741087,62371763,LDetect EUR block (full block: 4:60741087-62371763)
ldEUR_04_0044,4,63206382,63506382,62371763,64341001,LDetect EUR block (full block: 4:62371763-64341001)
ldEUR_04_0045,4,65320746,65620746,64341001,66600492,LDetect EUR block (full block: 4:64341001-66600492)
ldEUR_04_0046,4,67179994,67479994,66600492,68059497,LDetect EUR block (full block: 4:66600492-68059497)
ldEUR_04_0047,4,68307131,68607131,68059497,68854765,LDetect EUR block (full block: 4:68059497-68854765)
ldEUR_04_0048,4,69801958,70101958,68854765,71049152,LDetect EUR block (full block: 4:68854765-71049152)
ldEUR_04_0049,4,71444855,71744855,71049152,72140558,LDetect EUR block (full block: 4:71049152-72140558)
ldEUR_04_0050,4,73216474,73516474,72140558,74592390,LDetect EUR block (full block: 4:72140558-74592390)
ldEUR_04_0051,4,75711548,76011548,74592390,77130707,LDetect EUR block (full block: 4:74592390-77130707)
ldEUR_04_0052,4,77962343,78262343,77130707,79093979,LDetect EUR block (full block: 4:77130707-79093979)
ldEUR_04_0053,4,79892138,80192138,79093979,80990297,LDetect EUR block (full block: 4:79093979-80990297)
ldEUR_04_0054,4,81407806,81707806,80990297,82125315,LDetect EUR block (full block: 4:80990297-82125315)
ldEUR_04_0055,4,82598954,82898954,82125315,83372593,LDetect EUR block (full block: 4:82125315-83372593)
ldEUR_04_0056,4,83936124,84236124,83372593,84799656,LDetect EUR block (full block: 4:83372593-84799656)
ldEUR_04_0057,4,85715132,86015132,84799656,86930609,LDetect EUR block (full block: 4:84799656-86930609)
ldEUR_04_0058,4,87082628,87382628,86930609,87534648,LDetect EUR block (full block: 4:86930609-87534648)
ldEUR_04_0059,4,88236338,88536338,87534648,89238028,LDetect EUR block (full block: 4:87534648-89238028)
ldEUR_04_0060,4,89584796,89884796,89238028,90231564,LDetect EUR block (full block: 4:89238028-90231564)
ldEUR_04_0061,4,90746120,91046120,90231564,91560677,LDetect EUR block (full block: 4:90231564-91560677)
ldEUR_04_0062,4,92746988,93046988,91560677,94233299,LDetect EUR block (full block: 4:91560677-94233299)
ldEUR_04_0063,4,95057743,95357743,94233299,96182188,LDetect EUR block (full block: 4:94233299-96182188)
ldEUR_04_0064,4,96711445,97011445,96182188,97540703,LDetect EUR block (full block: 4:96182188-97540703)
ldEUR_04_0065,4,98332385,98632385,97540703,99424067,LDetect EUR block (full block: 4:97540703-99424067)
ldEUR_04_0066,4,99901213,100201213,99424067,100678360,LDetect EUR block (full block: 4:99424067-100678360)
ldEUR_04_0067,4,101799858,102099858,100678360,103221356,LDetect EUR block (full block: 4:100678360-103221356)
ldEUR_04_0068,4,104113325,104413325,103221356,105305294,LDetect EUR block (full block: 4:103221356-105305294)
ldEUR_04_0069,4,106253299,106553299,105305294,107501305,LDetect EUR block (full block: 4:105305294-107501305)
ldEUR_04_0070,4,108008326,108308326,107501305,108815348,LDetect EUR block (full block: 4:107501305-108815348)
ldEUR_04_0071,4,109885957,110185957,108815348,111256567,LDetect EUR block (full block: 4:108815348-111256567)
ldEUR_04_0072,4,112413334,112713334,111256567,113870102,LDetect EUR block (full block: 4:111256567-113870102)
ldEUR_04_0073,4,114618174,114918174,113870102,115666246,LDetect EUR block (full block: 4:113870102-115666246)
ldEUR_04_0074,4,116321587,116621587,115666246,117276929,LDetect EUR block (full block: 4:115666246-117276929)
ldEUR_04_0075,4,117728423,118028423,117276929,118479918,LDetect EUR block (full block: 4:117276929-118479918)
ldEUR_04_0076,4,119056715,119356715,118479918,119933512,LDetect EUR block (full block: 4:118479918-119933512)
ldEUR_04_0077,4,120013098,120313098,119933512,120392684,LDetect EUR block (full block: 4:119933512-120392684)
ldEUR_04_0078,4,121375335,121675335,120392684,122657987,LDetect EUR block (full block: 4:120392684-122657987)
ldEUR_04_0079,4,123322234,123622234,122657987,124286481,LDetect EUR block (full block: 4:122657987-124286481)
ldEUR_04_0080,4,124598671,124898671,124286481,125210862,LDetect EUR block (full block: 4:124286481-125210862)
ldEUR_04_0081,4,125695874,125995874,125210862,126480886,LDetect EUR block (full block: 4:125210862-126480886)
ldEUR_04_0082,4,126728181,127028181,126480886,127275477,LDetect EUR block (full block: 4:126480886-127275477)
ldEUR_04_0083,4,127402885,127702885,127275477,127830293,LDetect EUR block (full block: 4:127275477-127830293)
ldEUR_04_0084,4,128263479,128563479,127830293,128996665,LDetect EUR block (full block: 4:127830293-128996665)
ldEUR_04_0085,4,129644275,129944275,128996665,130591885,LDetect EUR block (full block: 4:128996665-130591885)
ldEUR_04_0086,4,130787853,131087853,130591885,131283821,LDetect EUR block (full block: 4:130591885-131283821)
ldEUR_04_0087,4,131968927,132268927,131283821,132954033,LDetect EUR block (full block: 4:131283821-132954033)
ldEUR_04_0088,4,133641233,133941233,132954033,134628434,LDetect EUR block (full block: 4:132954033-134628434)
ldEUR_04_0089,4,135447420,135747420,134628434,136566407,LDetect EUR block (full block: 4:134628434-136566407)
ldEUR_04_0090,4,137404189,137704189,136566407,138541971,LDetect EUR block (full block: 4:136566407-138541971)
ldEUR_04_0091,4,138899241,139199241,138541971,139556511,LDetect EUR block (full block: 4:138541971-139556511)
ldEUR_04_0092,4,140170571,140470571,139556511,141084631,LDetect EUR block (full block: 4:139556511-141084631)
ldEUR_04_0093,4,142113948,142413948,141084631,143443265,LDetect EUR block (full block: 4:141084631-143443265)
ldEUR_04_0094,4,144660726,144960726,143443265,146178187,LDetect EUR block (full block: 4:143443265-146178187)
ldEUR_04_0095,4,147200030,147500030,146178187,148521873,LDetect EUR block (full block: 4:146178187-148521873)
ldEUR_04_0096,4,149452726,149752726,148521873,150683580,LDetect EUR block (full block: 4:148521873-150683580)
ldEUR_04_0097,4,151582882,151882882,150683580,152782184,LDetect EUR block (full block: 4:150683580-152782184)
ldEUR_04_0098,4,153479912,153779912,152782184,154477641,LDetect EUR block (full block: 4:152782184-154477641)
ldEUR_04_0099,4,154616883,154916883,154477641,155056126,LDetect EUR block (full block: 4:154477641-155056126)
ldEUR_04_0100,4,156120611,156420611,155056126,157485097,LDetect EUR block (full block: 4:155056126-157485097)
ldEUR_04_0101,4,157964407,158264407,157485097,158743718,LDetect EUR block (full block: 4:157485097-158743718)
ldEUR_04_0102,4,159751291,160051291,158743718,161058864,LDetect EUR block (full block: 4:158743718-161058864)
ldEUR_04_0103,4,161292649,161592649,161058864,161826435,LDetect EUR block (full block: 4:161058864-161826435)
ldEUR_04_0104,4,162385057,162685057,161826435,163243679,LDetect EUR block (full block: 4:161826435-163243679)
ldEUR_04_0105,4,163710956,164010956,163243679,164478234,LDetect EUR block (full block: 4:163243679-164478234)
ldEUR_04_0106,4,165000841,165300841,164478234,165823448,LDetect EUR block (full block: 4:164478234-165823448)
ldEUR_04_0107,4,166271153,166571153,165823448,167018858,LDetect EUR block (full block: 4:165823448-167018858)
ldEUR_04_0108,4,167285887,167585887,167018858,167852917,LDetect EUR block (full block: 4:167018858-167852917)
ldEUR_04_0109,4,168614871,168914871,167852917,169676825,LDetect EUR block (full block: 4:167852917-169676825)
ldEUR_04_0110,4,170076667,170376667,169676825,170776510,LDetect EUR block (full block: 4:169676825-170776510)
ldEUR_04_0111,4,171517572,171817572,170776510,172558635,LDetect EUR block (full block: 4:170776510-172558635)
ldEUR_04_0112,4,173261383,173561383,172558635,174264132,LDetect EUR block (full block: 4:172558635-174264132)
ldEUR_04_0113,4,175267424,175567424,174264132,176570716,LDetect EUR block (full block: 4:174264132-176570716)
ldEUR_04_0114,4,177631313,177931313,176570716,178991910,LDetect EUR block (full block: 4:176570716-178991910)
ldEUR_04_0115,4,179406976,179706976,178991910,180122043,LDetect EUR block (full block: 4:178991910-180122043)
ldEUR_04_0116,4,180944425,181244425,180122043,182066807,LDetect EUR block (full block: 4:180122043-182066807)
ldEUR_04_0117,4,182569041,182869041,182066807,183371275,LDetect EUR block (full block: 4:182066807-183371275)
ldEUR_04_0118,4,184000365,184300365,183371275,184929455,LDetect EUR block (full block: 4:183371275-184929455)
ldEUR_04_0119,4,185769272,186069272,184929455,186909090,LDetect EUR block (full block: 4:184929455-186909090)
ldEUR_04_0120,4,187541035,187841035,186909090,188472981,LDetect EUR block (full block: 4:186909090-188472981)
ldEUR_04_0121,4,188933246,189233246,188472981,189693511,LDetect EUR block (full block: 4:188472981-189693511)
ldEUR_04_0122,4,190218552,190518552,189693511,191043594,LDetect EUR block (full block: 4:189693511-191043594)
ldEUR_05_0001,5,347096,647096,11940,982252,LDetect EUR block (full block: 5:11940-982252)
ldEUR_05_0002,5,1407347,1707347,982252,2132442,LDetect EUR block (full block: 5:982252-2132442)
ldEUR_05_0003,5,2597191,2897191,2132442,3361941,LDetect EUR block (full block: 5:2132442-3361941)
ldEUR_05_0004,5,3847025,4147025,3361941,4632110,LDetect EUR block (full block: 5:3361941-4632110)
ldEUR_05_0005,5,5152671,5452671,4632110,5973233,LDetect EUR block (full block: 5:4632110-5973233)
ldEUR_05_0006,5,6408225,6708225,5973233,7143218,LDetect EUR block (full block: 5:5973233-7143218)
ldEUR_05_0007,5,7644777,7944777,7143218,8446336,LDetect EUR block (full block: 5:7143218-8446336)
ldEUR_05_0008,5,8932584,9232584,8446336,9718832,LDetect EUR block (full block: 5:8446336-9718832)
ldEUR_05_0009,5,10296051,10596051,9718832,11173271,LDetect EUR block (full block: 5:9718832-11173271)
ldEUR_05_0010,5,12169051,12469051,11173271,13464832,LDetect EUR block (full block: 5:11173271-13464832)
ldEUR_05_0011,5,13961318,14261318,13464832,14757804,LDetect EUR block (full block: 5:13464832-14757804)
ldEUR_05_0012,5,15710708,16010708,14757804,16963613,LDetect EUR block (full block: 5:14757804-16963613)
ldEUR_05_0013,5,17357602,17657602,16963613,18051592,LDetect EUR block (full block: 5:16963613-18051592)
ldEUR_05_0014,5,18834654,19134654,18051592,19917716,LDetect EUR block (full block: 5:18051592-19917716)
ldEUR_05_0015,5,20884894,21184894,19917716,22152073,LDetect EUR block (full block: 5:19917716-22152073)
ldEUR_05_0016,5,22673198,22973198,22152073,23494324,LDetect EUR block (full block: 5:22152073-23494324)
ldEUR_05_0017,5,24689587,24989587,23494324,26184851,LDetect EUR block (full block: 5:23494324-26184851)
ldEUR_05_0018,5,26371227,26671227,26184851,26857604,LDetect EUR block (full block: 5:26184851-26857604)
ldEUR_05_0019,5,27271058,27571058,26857604,27984513,LDetect EUR block (full block: 5:26857604-27984513)
ldEUR_05_0020,5,28699666,28999666,27984513,29714820,LDetect EUR block (full block: 5:27984513-29714820)
ldEUR_05_0021,5,30402534,30702534,29714820,31390249,LDetect EUR block (full block: 5:29714820-31390249)
ldEUR_05_0022,5,32295214,32595214,31390249,33500180,LDetect EUR block (full block: 5:31390249-33500180)
ldEUR_05_0023,5,34124575,34424575,33500180,35048970,LDetect EUR block (full block: 5:33500180-35048970)
ldEUR_05_0024,5,35591462,35891462,35048970,36433954,LDetect EUR block (full block: 5:35048970-36433954)
ldEUR_05_0025,5,37468182,37768182,36433954,38802410,LDetect EUR block (full block: 5:36433954-38802410)
ldEUR_05_0026,5,39395069,39695069,38802410,40287729,LDetect EUR block (full block: 5:38802410-40287729)
ldEUR_05_0027,5,40938219,41238219,40287729,41888710,LDetect EUR block (full block: 5:40287729-41888710)
ldEUR_05_0028,5,42786104,43086104,41888710,43983499,LDetect EUR block (full block: 5:41888710-43983499)
ldEUR_05_0029,5,46923448,47223448,43983499,50163398,LDetect EUR block (full block: 5:43983499-50163398)
ldEUR_05_0030,5,50999010,51299010,50163398,52134622,LDetect EUR block (full block: 5:50163398-52134622)
ldEUR_05_0031,5,52768833,53068833,52134622,53703044,LDetect EUR block (full block: 5:52134622-53703044)
ldEUR_05_0032,5,54410196,54710196,53703044,55417349,LDetect EUR block (full block: 5:53703044-55417349)
ldEUR_05_0033,5,55869225,56169225,55417349,56621102,LDetect EUR block (full block: 5:55417349-56621102)
ldEUR_05_0034,5,56830587,57130587,56621102,57340073,LDetect EUR block (full block: 5:56621102-57340073)
ldEUR_05_0035,5,57782347,58082347,57340073,58524622,LDetect EUR block (full block: 5:57340073-58524622)
ldEUR_05_0036,5,59580264,59880264,58524622,60935907,LDetect EUR block (full block: 5:58524622-60935907)
ldEUR_05_0037,5,61154451,61454451,60935907,61672995,LDetect EUR block (full block: 5:60935907-61672995)
ldEUR_05_0038,5,62295991,62595991,61672995,63218987,LDetect EUR block (full block: 5:61672995-63218987)
ldEUR_05_0039,5,63443645,63743645,63218987,63968304,LDetect EUR block (full block: 5:63218987-63968304)
ldEUR_05_0040,5,64789795,65089795,63968304,65911286,LDetect EUR block (full block: 5:63968304-65911286)
ldEUR_05_0041,5,66731073,67031073,65911286,67850860,LDetect EUR block (full block: 5:65911286-67850860)
ldEUR_05_0042,5,69395658,69695658,67850860,71240456,LDetect EUR block (full block: 5:67850860-71240456)
ldEUR_05_0043,5,72349891,72649891,71240456,73759326,LDetect EUR block (full block: 5:71240456-73759326)
ldEUR_05_0044,5,74629096,74929096,73759326,75798866,LDetect EUR block (full block: 5:73759326-75798866)
ldEUR_05_0045,5,76561099,76861099,75798866,77623332,LDetect EUR block (full block: 5:75798866-77623332)
ldEUR_05_0046,5,78358238,78658238,77623332,79393144,LDetect EUR block (full block: 5:77623332-79393144)
ldEUR_05_0047,5,79787307,80087307,79393144,80481471,LDetect EUR block (full block: 5:79393144-80481471)
ldEUR_05_0048,5,81103559,81403559,80481471,82025648,LDetect EUR block (full block: 5:80481471-82025648)
ldEUR_05_0049,5,82849168,83149168,82025648,83972689,LDetect EUR block (full block: 5:82025648-83972689)
ldEUR_05_0050,5,84719989,85019989,83972689,85767290,LDetect EUR block (full block: 5:83972689-85767290)
ldEUR_05_0051,5,86428640,86728640,85767290,87389991,LDetect EUR block (full block: 5:85767290-87389991)
ldEUR_05_0052,5,87990760,88290760,87389991,88891530,LDetect EUR block (full block: 5:87389991-88891530)
ldEUR_05_0053,5,89507092,89807092,88891530,90422654,LDetect EUR block (full block: 5:88891530-90422654)
ldEUR_05_0054,5,90981598,91281598,90422654,91840542,LDetect EUR block (full block: 5:90422654-91840542)
ldEUR_05_0055,5,92675263,92975263,91840542,93809984,LDetect EUR block (full block: 5:91840542-93809984)
ldEUR_05_0056,5,94736751,95036751,93809984,95963519,LDetect EUR block (full block: 5:93809984-95963519)
ldEUR_05_0057,5,96489560,96789560,95963519,97315601,LDetect EUR block (full block: 5:95963519-97315601)
ldEUR_05_0058,5,98138296,98438296,97315601,99260992,LDetect EUR block (full block: 5:97315601-99260992)
ldEUR_05_0059,5,100269880,100569880,99260992,101578769,LDetect EUR block (full block: 5:99260992-101578769)
ldEUR_05_0060,5,102299387,102599387,101578769,103320005,LDetect EUR block (full block: 5:101578769-103320005)
ldEUR_05_0061,5,103935744,104235744,103320005,104851483,LDetect EUR block (full block: 5:103320005-104851483)
ldEUR_05_0062,5,105222269,105522269,104851483,105893055,LDetect EUR block (full block: 5:104851483-105893055)
ldEUR_05_0063,5,106428625,106728625,105893055,107264196,LDetect EUR block (full block: 5:105893055-107264196)
ldEUR_05_0064,5,107799065,108099065,107264196,108633934,LDetect EUR block (full block: 5:107264196-108633934)
ldEUR_05_0065,5,109577539,109877539,108633934,110821144,LDetect EUR block (full block: 5:108633934-110821144)
ldEUR_05_0066,5,111251353,111551353,110821144,111981562,LDetect EUR block (full block: 5:110821144-111981562)
ldEUR_05_0067,5,112538923,112838923,111981562,113396285,LDetect EUR block (full block: 5:111981562-113396285)
ldEUR_05_0068,5,113963327,114263327,113396285,114830370,LDetect EUR block (full block: 5:113396285-114830370)
ldEUR_05_0069,5,115180708,115480708,114830370,115831047,LDetect EUR block (full block: 5:114830370-115831047)
ldEUR_05_0070,5,116438630,116738630,115831047,117346213,LDetect EUR block (full block: 5:115831047-117346213)
ldEUR_05_0071,5,117827516,118127516,117346213,118608820,LDetect EUR block (full block: 5:117346213-118608820)
ldEUR_05_0072,5,118988931,119288931,118608820,119669042,LDetect EUR block (full block: 5:118608820-119669042)
ldEUR_05_0073,5,119910604,120210604,119669042,120452166,LDetect EUR block (full block: 5:119669042-120452166)
ldEUR_05_0074,5,121354535,121654535,120452166,122556905,LDetect EUR block (full block: 5:120452166-122556905)
ldEUR_05_0075,5,123027502,123327502,122556905,123798100,LDetect EUR block (full block: 5:122556905-123798100)
ldEUR_05_0076,5,124641874,124941874,123798100,125785649,LDetect EUR block (full block: 5:123798100-125785649)
ldEUR_05_0077,5,126415126,126715126,125785649,127344604,LDetect EUR block (full block: 5:125785649-127344604)
ldEUR_05_0078,5,128281814,128581814,127344604,129519025,LDetect EUR block (full block: 5:127344604-129519025)
ldEUR_05_0079,5,130679337,130979337,129519025,132139649,LDetect EUR block (full block: 5:129519025-132139649)
ldEUR_05_0080,5,133308525,133608525,132139649,134777401,LDetect EUR block (full block: 5:132139649-134777401)
ldEUR_05_0081,5,135426725,135726725,134777401,136376050,LDetect EUR block (full block: 5:134777401-136376050)
ldEUR_05_0082,5,137670561,137970561,136376050,139265072,LDetect EUR block (full block: 5:136376050-139265072)
ldEUR_05_0083,5,139805521,140105521,139265072,140645971,LDetect EUR block (full block: 5:139265072-140645971)
ldEUR_05_0084,5,141663609,141963609,140645971,142981248,LDetect EUR block (full block: 5:140645971-142981248)
ldEUR_05_0085,5,143812301,144112301,142981248,144943354,LDetect EUR block (full block: 5:142981248-144943354)
ldEUR_05_0086,5,145912676,146212676,144943354,147181998,LDetect EUR block (full block: 5:144943354-147181998)
ldEUR_05_0087,5,147772311,148072311,147181998,148662624,LDetect EUR block (full block: 5:147181998-148662624)
ldEUR_05_0088,5,149461961,149761961,148662624,150561298,LDetect EUR block (full block: 5:148662624-150561298)
ldEUR_05_0089,5,151564536,151864536,150561298,152867774,LDetect EUR block (full block: 5:150561298-152867774)
ldEUR_05_0090,5,153170431,153470431,152867774,153773088,LDetect EUR block (full block: 5:152867774-153773088)
ldEUR_05_0091,5,154423296,154723296,153773088,155373505,LDetect EUR block (full block: 5:153773088-155373505)
ldEUR_05_0092,5,155851102,156151102,155373505,156628700,LDetect EUR block (full block: 5:155373505-156628700)
ldEUR_05_0093,5,157577199,157877199,156628700,158825698,LDetect EUR block (full block: 5:156628700-158825698)
ldEUR_05_0094,5,159249821,159549821,158825698,159973944,LDetect EUR block (full block: 5:158825698-159973944)
ldEUR_05_0095,5,160578038,160878038,159973944,161482133,LDetect EUR block (full block: 5:159973944-161482133)
ldEUR_05_0096,5,161963020,162263020,161482133,162743908,LDetect EUR block (full block: 5:161482133-162743908)
ldEUR_05_0097,5,163107745,163407745,162743908,163771582,LDetect EUR block (full block: 5:162743908-163771582)
ldEUR_05_0098,5,164556988,164856988,163771582,165642395,LDetect EUR block (full block: 5:163771582-165642395)
ldEUR_05_0099,5,166095067,166395067,165642395,166847740,LDetect EUR block (full block: 5:165642395-166847740)
ldEUR_05_0100,5,167536529,167836529,166847740,168525318,LDetect EUR block (full block: 5:166847740-168525318)
ldEUR_05_0101,5,168865491,169165491,168525318,169505664,LDetect EUR block (full block: 5:168525318-169505664)
ldEUR_05_0102,5,170139978,170439978,169505664,171074292,LDetect EUR block (full block: 5:169505664-171074292)
ldEUR_05_0103,5,171726309,172026309,171074292,172678327,LDetect EUR block (full block: 5:171074292-172678327)
ldEUR_05_0104,5,173010599,173310599,172678327,173642871,LDetect EUR block (full block: 5:172678327-173642871)
ldEUR_05_0105,5,174396733,174696733,173642871,175450595,LDetect EUR block (full block: 5:173642871-175450595)
ldEUR_05_0106,5,176201051,176501051,175450595,177251507,LDetect EUR block (full block: 5:175450595-177251507)
ldEUR_05_0107,5,177682485,177982485,177251507,178413464,LDetect EUR block (full block: 5:177251507-178413464)
ldEUR_05_0108,5,178757354,179057354,178413464,179401244,LDetect EUR block (full block: 5:178413464-179401244)
ldEUR_05_0109,5,179830588,180130588,179401244,180559933,LDetect EUR block (full block: 5:179401244-180559933)
ldEUR_05_0110,5,180572544,180872544,180559933,180885156,LDetect EUR block (full block: 5:180559933-180885156)
ldEUR_06_0001,6,613143,913143,73924,1452362,LDetect EUR block (full block: 6:73924-1452362)
ldEUR_06_0002,6,1805649,2105649,1452362,2458936,LDetect EUR block (full block: 6:1452362-2458936)
ldEUR_06_0003,6,2866264,3166264,2458936,3573593,LDetect EUR block (full block: 6:2458936-3573593)
ldEUR_06_0004,6,3945705,4245705,3573593,4617817,LDetect EUR block (full block: 6:3573593-4617817)
ldEUR_06_0005,6,5054644,5354644,4617817,5791472,LDetect EUR block (full block: 6:4617817-5791472)
ldEUR_06_0006,6,6138339,6438339,5791472,6785207,LDetect EUR block (full block: 6:5791472-6785207)
ldEUR_06_0007,6,7147071,7447071,6785207,7808936,LDetect EUR block (full block: 6:6785207-7808936)
ldEUR_06_0008,6,8264481,8564481,7808936,9020026,LDetect EUR block (full block: 6:7808936-9020026)
ldEUR_06_0009,6,9630171,9930171,9020026,10540317,LDetect EUR block (full block: 6:9020026-10540317)
ldEUR_06_0010,6,11015566,11315566,10540317,11790816,LDetect EUR block (full block: 6:10540317-11790816)
ldEUR_06_0011,6,12350102,12650102,11790816,13209388,LDetect EUR block (full block: 6:11790816-13209388)
ldEUR_06_0012,6,13856156,14156156,13209388,14802924,LDetect EUR block (full block: 6:13209388-14802924)
ldEUR_06_0013,6,15944664,16244664,14802924,17386405,LDetect EUR block (full block: 6:14802924-17386405)
ldEUR_06_0014,6,18146946,18446946,17386405,19207487,LDetect EUR block (full block: 6:17386405-19207487)
ldEUR_06_0015,6,20295776,20595776,19207487,21684065,LDetect EUR block (full block: 6:19207487-21684065)
ldEUR_06_0016,6,22066186,22366186,21684065,22748307,LDetect EUR block (full block: 6:21684065-22748307)
ldEUR_06_0017,6,23192463,23492463,22748307,23936619,LDetect EUR block (full block: 6:22748307-23936619)
ldEUR_06_0018,6,24244447,24544447,23936619,24852275,LDetect EUR block (full block: 6:23936619-24852275)
ldEUR_06_0019,6,25118431,25418431,24852275,25684587,LDetect EUR block (full block: 6:24852275-25684587)
ldEUR_06_0020,6,26087910,26387910,25684587,26791233,LDetect EUR block (full block: 6:25684587-26791233)
ldEUR_06_0021,6,27254526,27554526,26791233,28017819,LDetect EUR block (full block: 6:26791233-28017819)
ldEUR_06_0022,6,28317713,28617713,28017819,28917608,LDetect EUR block (full block: 6:28017819-28917608)
ldEUR_06_0023,6,29177789,29477789,28917608,29737971,LDetect EUR block (full block: 6:28917608-29737971)
ldEUR_06_0024,6,30118069,30418069,29737971,30798168,LDetect EUR block (full block: 6:29737971-30798168)
ldEUR_06_0025,6,31034693,31334693,30798168,31571218,LDetect EUR block (full block: 6:30798168-31571218)
ldEUR_06_0026,6,31976941,32276941,31571218,32682664,LDetect EUR block (full block: 6:31571218-32682664)
ldEUR_06_0027,6,32809580,33109580,32682664,33236497,LDetect EUR block (full block: 6:32682664-33236497)
ldEUR_06_0028,6,34196126,34496126,33236497,35455756,LDetect EUR block (full block: 6:33236497-35455756)
ldEUR_06_0029,6,36364176,36664176,35455756,37572596,LDetect EUR block (full block: 6:35455756-37572596)
ldEUR_06_0030,6,38284136,38584136,37572596,39295677,LDetect EUR block (full block: 6:37572596-39295677)
ldEUR_06_0031,6,39670396,39970396,39295677,40345115,LDetect EUR block (full block: 6:39295677-40345115)
ldEUR_06_0032,6,41041918,41341918,40345115,42038721,LDetect EUR block (full block: 6:40345115-42038721)
ldEUR_06_0033,6,42747445,43047445,42038721,43756169,LDetect EUR block (full block: 6:42038721-43756169)
ldEUR_06_0034,6,44431366,44731366,43756169,45406563,LDetect EUR block (full block: 6:43756169-45406563)
ldEUR_06_0035,6,46209230,46509230,45406563,47311898,LDetect EUR block (full block: 6:45406563-47311898)
ldEUR_06_0036,6,47701511,48001511,47311898,48391125,LDetect EUR block (full block: 6:47311898-48391125)
ldEUR_06_0037,6,49238635,49538635,48391125,50386145,LDetect EUR block (full block: 6:48391125-50386145)
ldEUR_06_0038,6,51148310,51448310,50386145,52210476,LDetect EUR block (full block: 6:50386145-52210476)
ldEUR_06_0039,6,52594789,52894789,52210476,53279102,LDetect EUR block (full block: 6:52210476-53279102)
ldEUR_06_0040,6,54223686,54523686,53279102,55468270,LDetect EUR block (full block: 6:53279102-55468270)
ldEUR_06_0041,6,55636791,55936791,55468270,56105313,LDetect EUR block (full block: 6:55468270-56105313)
ldEUR_06_0042,6,56702389,57002389,56105313,57599465,LDetect EUR block (full block: 6:56105313-57599465)
ldEUR_06_0043,6,59589988,59889988,57599465,61880512,LDetect EUR block (full block: 6:57599465-61880512)
ldEUR_06_0044,6,62566700,62866700,61880512,63552888,LDetect EUR block (full block: 6:61880512-63552888)
ldEUR_06_0045,6,64509315,64809315,63552888,65765742,LDetect EUR block (full block: 6:63552888-65765742)
ldEUR_06_0046,6,66397478,66697478,65765742,67329215,LDetect EUR block (full block: 6:65765742-67329215)
ldEUR_06_0047,6,67939349,68239349,67329215,68849483,LDetect EUR block (full block: 6:67329215-68849483)
ldEUR_06_0048,6,69036465,69336465,68849483,69523448,LDetect EUR block (full block: 6:68849483-69523448)
ldEUR_06_0049,6,70416479,70716479,69523448,71609510,LDetect EUR block (full block: 6:69523448-71609510)
ldEUR_06_0050,6,72379803,72679803,71609510,73450097,LDetect EUR block (full block: 6:71609510-73450097)
ldEUR_06_0051,6,74306050,74606050,73450097,75462003,LDetect EUR block (full block: 6:73450097-75462003)
ldEUR_06_0052,6,76288442,76588442,75462003,77414881,LDetect EUR block (full block: 6:75462003-77414881)
ldEUR_06_0053,6,78036304,78336304,77414881,78957728,LDetect EUR block (full block: 6:77414881-78957728)
ldEUR_06_0054,6,79674449,79974449,78957728,80691170,LDetect EUR block (full block: 6:78957728-80691170)
ldEUR_06_0055,6,81160196,81460196,80691170,81929222,LDetect EUR block (full block: 6:80691170-81929222)
ldEUR_06_0056,6,82378185,82678185,81929222,83127149,LDetect EUR block (full block: 6:81929222-83127149)
